datetime,keyword,sn,AFP,CNN,RT,TOI,DDN,PEOPLECN
2023-08-28 09:00:00,ロシア 27 23 墜落 搭乗 民間 軍事 会社 ワグネル エフゲニー プリゴジン 氏 DNA 鑑定 死亡 確認,2,https://www.afpbb.com/articles/-/3478749,https://www.cnn.co.jp/world/35208309.html?ref=rss,,,,
2023-08-27 16:15:00,ロシア 民間 軍事 ワグネル プーチン 大統領 盟友 同国 会社 ポーランド バルト 3 創設者 志願兵 領土 防衛,2,https://www.afpbb.com/articles/-/3479088,https://www.cnn.co.jp/world/35208324.html?ref=rss,,,,
2023-08-27 14:39:55,飛行機 crash 落 クレムリン プリゴジン 故意 可能性 ワグナー 事故 確認 ブリュッセル ロシア 遺伝子 検査 チーフ,2,,,https://www.rt.com/news/582033-prigozhin-eu-personal-sanctions/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://timesofindia.indiatimes.com/world/europe/russia-says-genetic-tests-confirm-wagner-chief-prigozhin-died-in-plane-crash/articleshow/103105365.cms,,
2023-08-27 10:14:00,白人 黒人 3 人 動機 米 フロリダ州 北東部 ジャクソンビル 小売店 米国 法 執行部 フロリダ 男性,2,,https://www.cnn.co.jp/usa/35208297.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0828/c1002-40065528.html
2023-08-27 09:56:08,ロシア 民間 軍事 会社 ワグネル 創設者 エフゲニー プリゴジン 氏 死亡 墜落 搭乗 ウクライナ オレクシー 大統領 府 当局 27,2,https://www.afpbb.com/articles/-/3478749,https://www.cnn.co.jp/world/35208410.html?ref=rss,,,,
2023-08-27 07:43:58,オーストラリア 米軍 航空機 crash 落 北部 3 人 死亡 訓練 中 報告,2,,,,https://timesofindia.indiatimes.com/world/us/us-military-aircraft-crashes-during-drills-in-australia-reports/articleshow/103099189.cms,,http://world.people.com.cn/n1/2023/0828/c1002-40065097.html
2023-08-27 03:59:54,木曜日 アトランタ 刑務所 予約 710万 ドル ドナルドトランプ 調達 共和党 希望者,2,,,https://www.rt.com/news/581920-trump-mugshot-record-breaking-fundraiser/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://timesofindia.indiatimes.com/world/us/donald-trump-raised-7-1-million-since-he-was-booked-thursday-at-an-atlanta-jail/articleshow/103096666.cms,,
2023-08-26 14:50:09,停止 処分 発表 米 大 リーグ 機構 25 サンディエゴ スペイン サッカー 連盟 ルイス ルビアレス 会長,2,https://www.afpbb.com/articles/-/3478642,https://www.cnn.co.jp/showbiz/35208327.html?ref=rss,,,,
2023-08-26 11:12:49,サッカー 女子 スペイン 代表 エルモソ W杯 優勝 連盟 ルイス ルビアレス 会長 唇 キス ヘニフェル 表彰 オーストラリア 25,2,https://www.afpbb.com/articles/-/3478632,https://www.cnn.co.jp/showbiz/35208327.html?ref=rss,,,,
2023-08-26 09:18:00,ロシア 確認 事故 委員会 crash 落 こと 死亡 遺伝子 検査 ワグナー 捜査 当局 25 民間,3,,https://www.cnn.co.jp/world/35208285.html?ref=rss,,https://timesofindia.indiatimes.com/world/europe/russia-says-genetic-tests-confirm-wagner-chief-prigozhin-died-in-plane-crash/articleshow/103105365.cms,,http://world.people.com.cn/n1/2023/0828/c1002-40065119.html
2023-08-25 17:45:00,下院 調査 開始 米 共和党 主導 連邦 議会 司法 共和 党員 ジョージア州 検察官,2,,https://www.cnn.co.jp/usa/35208268.html?ref=rss,,https://timesofindia.indiatimes.com/world/us/house-republicans-launch-probe-against-georgia-prosecutor/articleshow/103076302.cms,,
2023-08-25 17:45:00,ジョージア州 拘置所 年 選 同氏 米 共和党 主導 連邦 議会 2024 米大統領 出馬 表明 ドナルド・トランプ,2,https://www.afpbb.com/articles/-/3478751,https://www.cnn.co.jp/usa/35208268.html?ref=rss,,,,
2023-08-25 14:26:51,ロシア プーチン 大統領 こと ベラルーシ ルカシェンコ 26 民間 軍事 会社 ウラジーミル 2018 年 制作 ドキュメンタリー 映画,2,https://www.afpbb.com/articles/-/3478516,https://www.cnn.co.jp/world/35208289.html?ref=rss,,,,
2023-08-25 12:35:00,当局 人 負傷 地元 5 アメリカ 海兵隊 状態 米 警官 死亡 警察 カリフォルニア州 南部 バイク 乗り,2,,https://www.cnn.co.jp/usa/35208258.html?ref=rss,https://www.rt.com/news/581906-us-helicopter-crash-australia/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-08-25 12:35:00,3 人 米国 事件 フロリダ 銃撃 黒人 米 カリフォルニア州 南部 バイク 乗り 人気,2,,https://www.cnn.co.jp/usa/35208258.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0827/c1002-40064683.html
2023-08-25 12:09:00,中国 24 日本 水産物 輸入 同日 全面 停止 こと 商務 部 束 東京電力 福島 一,2,https://www.afpbb.com/articles/-/3478456,https://www.cnn.co.jp/world/35208260.html?ref=rss,,,,
2023-08-25 10:24:00,ロシア 民間 軍事 会社 ワグネル 創設者 エフゲニー プリゴジン 氏 死亡 航空機 墜落 当局 遺体 23 航空 プーチン,2,https://www.afpbb.com/articles/-/3478749,https://www.cnn.co.jp/world/35208245.html?ref=rss,,,,
2023-08-25 09:00:36,2020 年 結果 元 米国大統領 選挙 ジョージア 選 ジョージア州 画策 10 米大統領 以上 罪状 起訴,2,,https://www.cnn.co.jp/usa/35208248.html?ref=rss,https://www.rt.com/news/581773-trump-surrenders-atlanta-jail/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-08-25 09:00:00,トランプ 選挙 事件 ジョージア州 大統領 司法 当局 降伏 ため ブラック ボイス 元 リーダー 2020,2,,,https://www.rt.com/news/581895-black-trump-supporter-denied-bail/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,http://world.people.com.cn/n1/2023/0825/c1002-40064080.html
2023-08-25 09:00:00,大統領 参加 こと イラン 府 役人 BRICS 協力 メカニズム Vivek Ramaswamy 来年 世論 調査 彼,2,,,,https://timesofindia.indiatimes.com/world/us/vivek-ramaswamy-hints-at-joining-trump-as-his-running-mate-in-next-years-presidential-polls/articleshow/103084027.cms,,http://world.people.com.cn/n1/2023/0825/c1002-40063396.html
2023-08-25 07:24:38,こと 国連 主張 北朝鮮 キム ソン 大使 25 安全保障理事会 西側 盲目的 パンダ リング それ 自体,2,,https://www.cnn.co.jp/world/35208296.html?ref=rss,https://www.rt.com/russia/581799-nothing-congratulate-ukraine-independence-day/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-08-24 18:51:00,大統領 24 南アフリカ 新興 5 サウジアラビア アラブ首長国連邦 イラン 6 加盟国 発表 南アフリカ共和国 シリル・ラマポーザ ラマポーザ UAE,2,https://www.afpbb.com/articles/-/3478411,https://www.cnn.co.jp/world/35208265.html?ref=rss,,,,
2023-08-24 13:20:36,英国 インド 商務 長官 彼女 G 20 訪問 中 キャンペーン カウンター パート 協議 開催 2030 年,2,,,,https://timesofindia.indiatimes.com/world/uk/british-trade-secretary-to-launch-uk-india-campaign-during-her-g20-visit/articleshow/103020281.cms,https://ddnews.gov.in/business/uk-trade-secretary-hold-talks-indian-counterparts-focus-doubling-trade-2030,
2023-08-24 12:37:00,ロシア サンクトペテルブルク 民間 軍事 会社 ワグネル 創設者 エフゲニー プリゴジン 氏 追悼 姿 センター 花 西部 航空機 事故 死亡,2,https://www.afpbb.com/articles/-/3478514,https://www.cnn.co.jp/world/35208207.html?ref=rss,,,,
2023-08-24 10:51:00,19 世界 陸上 ブダペスト 女子 金 メダリスト 回 大会 メダル 23 種目 決勝 男子 2 時間,2,https://www.afpbb.com/articles/-/3478719,https://www.cnn.co.jp/showbiz/35208262.html?ref=rss,,,,
2023-08-24 10:42:00,3 月面 着陸 科学的 インド 探査機 チャンドラ ヤーン 号 23 UAE 大統領 インド チャンドラヤーン 記念碑 成果,2,,https://www.cnn.co.jp/fringe/35208196.html?ref=rss,,,https://ddnews.gov.in/international/uae-president-applauds-indias-chandrayaan-3-lunar-landing-monumental-scientific,
2023-08-24 10:40:00,スペイン サッカー 連盟 ルイス ルビアレス 会長 女子 W杯 優勝 代表 唇 キス オーストラリア 問題 ニュージーランド,2,https://www.afpbb.com/articles/-/3478632,https://www.cnn.co.jp/showbiz/35208203.html?ref=rss,,,,
2023-08-24 09:04:00,ジョージア州 拘置所 出頭 トランプ 前 米大統領 顧問 米国 逮捕 24 撮影 2020 年 大統領 選,2,https://www.afpbb.com/articles/-/3478493,https://www.cnn.co.jp/usa/35208250.html?ref=rss,,,,
2023-08-24 09:04:00,米大統領 2020 年 選 起訴 ジョージア州 拘置所 出頭 敗北 ドナルド・トランプ 前大統領 トランプ 前 顧問 大統領 結果 トランプ氏,2,https://www.afpbb.com/articles/-/3478636,https://www.cnn.co.jp/usa/35208248.html?ref=rss,,,,
2023-08-24 09:00:00,北朝鮮 2 目 偵察 衛星 失敗 24 未明 度目 打ち上げ ロケット 回 軍事 打ち上げ,2,,https://www.cnn.co.jp/world/35208210.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063100.html
2023-08-24 09:00:00,強化 BRICS 会議 習近平 国家 ガバナンス 変化 促進 ため 戦略的 インド モディ 首相 中国 シーチンピン,2,,https://www.cnn.co.jp/world/35208277.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063323.html
2023-08-24 09:00:00,日本 24 福島 一 原子力発電所 核 汚染水 8 月 東京電力 海洋,2,https://www.afpbb.com/articles/-/3478549,,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063155.html
2023-08-24 09:00:00,輸入 日本 税関 発表 水生 製品 停止 一般 管理 中国 署 24 産 水産物 全面的,2,https://www.afpbb.com/articles/-/3478599,,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063194.html
2023-08-24 09:00:00,死亡 数 人 増加 ロシア ウクライナ 侵攻 2022 年 2 インド 鉄道橋 26,2,,https://www.cnn.co.jp/world/35208216.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063128.html
2023-08-24 09:00:00,税関 食品 安全 日本 福島 汚染水 中国 署 24 放射能 海洋 輸出 局 担当者 核 記者,2,https://www.afpbb.com/articles/-/3478383,,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063211.html
2023-08-24 07:00:00,BRICS 会議 国際 社会 ガバナンス 変化 促進 ため 戦略的 パートナーシップ 南アフリカ 今週 新興 5 カ国 首脳,2,,https://www.cnn.co.jp/world/35208174.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063323.html
2023-08-24 07:00:00,世界 秩序 ロシア 大統領 ゴールデン 10億 国々 ユニポーラ 維持 南アフリカ 今週 新興 5 カ国 BRICS,2,,https://www.cnn.co.jp/world/35208174.html?ref=rss,https://www.rt.com/russia/581758-putin-colonialism-west-unipolar/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-08-24 07:00:00,新興 BRICS 諸国 Xi Jinping リーダー 他 市場 発展 南アフリカ 今週 5 カ国 首脳 会議,2,,https://www.cnn.co.jp/world/35208174.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063332.html
2023-08-24 06:12:00,ロシア連邦 航空 局 民間 軍事 会社 ワグネル エフゲニー プリゴジン 氏 23 墜落 搭乗 トップ 運輸,2,https://www.afpbb.com/articles/-/3478272,https://www.cnn.co.jp/world/35208186.html?ref=rss,,,,
2023-08-24 06:12:00,民間 軍事 会社 ワグネル エフゲニー プリゴジン 氏 23 墜落 搭乗 ロシア連邦 航空 機体 テレグラム トップ モスクワ,2,https://www.afpbb.com/articles/-/3478314,https://www.cnn.co.jp/usa/35208187.html?ref=rss,,,,
2023-08-24 00:29:00,世界 BRICS 中国 予測 不可能 真 多国間 主義 道 南アフリカ 今週 新興 5 カ国 首脳,2,,https://www.cnn.co.jp/world/35208174.html?ref=rss,https://www.rt.com/news/581716-china-xi-cold-war-brics/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,
2023-08-23 20:13:00,ロシア 軍 航空 23 氏 6 月 民間 軍事 会社 ワグネル 反乱 一時 ウクライナ ロシア連邦 運輸,2,https://www.afpbb.com/articles/-/3478272,https://www.cnn.co.jp/world/35208185.html?ref=rss,,,,
2023-08-23 19:57:00,大統領 ため 強化 ガバナンス 変化 促進 戦略的 パートナーシップ BRICS ウクライナ ゼレンスキー 22 欧州 歴訪 政治的,2,,https://www.cnn.co.jp/world/35208183.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0824/c1002-40063323.html
2023-08-23 19:20:02,BRICS 主義 指導者 メンバー 例外 概念 拒否 ロシア カントリー 複数 分野 協力 強化 多国間,2,,,https://www.rt.com/russia/581693-ukraine-crisis-putin-west/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,http://world.people.com.cn/n1/2023/0824/c1002-40062578.html
2023-08-23 19:15:00,ウクライナ ロシア 軍 国防 省 無人 機 撃墜 発表 25 クリミア 半島 当局者 ら 同国,2,https://www.afpbb.com/articles/-/3478567,https://www.cnn.co.jp/world/35208178.html?ref=rss,,,,
2023-08-23 17:45:00,中国 習近平 国家 主席 南アフリカ 新興 5 カ国 BRICS 首脳 会議 ヨハネスブルク 演説 シーチンピン 22 習氏 インド,2,https://www.afpbb.com/articles/-/3478262,https://www.cnn.co.jp/world/35208277.html?ref=rss,,,,
2023-08-23 16:15:00,サミット 月 8 共同 声明 2023 年 23 南アフリカ デリー CM G 20 考慮 9,2,,,https://www.rt.com/news/581814-full-text-johannesburg-brics-declaration/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,https://ddnews.gov.in/national/delhi-cm-approves-proposal-pubic-holiday-sep-8-10-view-g20-summit,
2023-08-23 11:02:56,多く 市民 無視 メディア 報道 避難 所 呼びかけ こと 韓国 空襲 ドリル 保持 それ,2,,,https://www.rt.com/news/581710-south-korea-air-raid-drill/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://timesofindia.indiatimes.com/world/rest-of-world/south-korea-holds-rare-air-raid-drill-but-many-citizens-ignore-it/articleshow/102974359.cms,,
2023-08-23 11:02:56,多く 市民 無視 メディア 報道 避難 所 韓国 空襲 ドリル 保持 呼びかけ こと 示唆,2,,,https://www.rt.com/news/581710-south-korea-air-raid-drill/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,https://timesofindia.indiatimes.com/world/rest-of-world/south-korea-holds-rare-air-raid-drill-but-many-citizens-ignore-it/articleshow/102974359.cms,,
2023-08-23 10:36:00,山火事 人 20 欧州 熱波 なか 発生 ギリシャ 22 ヨーロッパ 消防士 飛行機 ギリシャ 死者 戦い,2,,https://www.cnn.co.jp/world/35208130.html?ref=rss,,https://timesofindia.indiatimes.com/world/europe/european-firefighters-and-planes-join-battle-against-wildfires-that-have-left-20-dead-in-greece/articleshow/102987579.cms,,
2023-08-23 10:35:00,24 開始 10 中国 香港 行政区 政府 マカオ 22 米 共和党 主導 連邦 議会 下院,2,https://www.afpbb.com/articles/-/3478080,https://www.cnn.co.jp/usa/35208268.html?ref=rss,,,,
2023-08-23 10:35:00,日本 福島 原発 放出 24 中国 香港 行政区 政府 同日 海洋 こと 反対 午前 一 処理 水,2,https://www.afpbb.com/articles/-/3478080,https://www.cnn.co.jp/world/35208228.html?ref=rss,,,,
2023-08-23 10:35:00,日本 福島 放出 24 汚染水 海洋 開始 一 中国 香港 行政区 政府 午前 原発 処理 水,2,https://www.afpbb.com/articles/-/3478080,https://www.cnn.co.jp/world/35208228.html?ref=rss,,,,
2023-08-23 10:35:00,中国 日本 同日 福島 海洋 放出 24 水産物 輸入 発表 香港 行政区 原発 こと 汚染水 税関,2,https://www.afpbb.com/articles/-/3478383,https://www.cnn.co.jp/world/35208260.html?ref=rss,,,,
2023-08-23 10:13:00,二酸化炭素 合成 こと 中国 科学者 ほど 実験室 内 CO2 南米 東南 アジア 熱帯雨林 一部 葉,2,https://www.afpbb.com/articles/-/3477921,https://www.cnn.co.jp/fringe/35208199.html?ref=rss,,,,
2023-08-23 09:49:07,ウクライナ 徴兵 汚職 捜査 一環 事務所 発表 検事 総長 室 保安 局 SBU 26 発覚 職員,2,https://www.afpbb.com/articles/-/3478097,https://www.cnn.co.jp/world/35208303.html?ref=rss,,,,
2023-08-23 09:00:00,2023 年 8 月 15 中国 初 外務省 スポークスマン 24 海洋 環境 災害 共同 声明 23,3,https://www.afpbb.com/articles/-/3478604,,https://www.rt.com/news/581814-full-text-johannesburg-brics-declaration/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,,,http://world.people.com.cn/n1/2023/0823/c1002-40062575.html
2023-08-23 09:00:00,中国 周年 記念 ナイジェリア 文化 センター 10 式典 アブジャ 甘粛省 蘭州 市 19 学術 誌,2,https://www.afpbb.com/articles/-/3477933,,,,,http://world.people.com.cn/n1/2023/0823/c1002-40061925.html
2023-08-23 09:00:00,ロシア モスクワ 首都 メディア 市 都市 複数 空港 一時的 ウクライナ 当局者 ら 同国 南部 23,2,,https://www.cnn.co.jp/world/35208178.html?ref=rss,,,,http://world.people.com.cn/n1/2023/0823/c1002-40062088.html
